#RPLIDAR SCAN DATA
#COUNT=864
#Angule	Distance	Quality
166.3110 3932.0 188
166.6406 3924.0 188
166.9647 3920.0 188
167.2943 3916.0 188
167.6239 3912.0 188
167.9480 3908.0 188
168.2776 3904.0 188
168.6072 3904.0 188
168.9368 3904.0 188
169.2609 3896.0 188
169.5905 3888.0 188
169.9200 3892.0 188
170.2496 3884.0 188
170.5737 3880.0 188
170.9033 3876.0 188
171.2329 3876.0 188
171.5460 3872.0 188
171.8701 3864.0 188
172.1997 3860.0 188
172.5293 3860.0 188
172.8589 3860.0 188
173.1830 3856.0 188
173.8422 3864.0 188
174.1718 3876.0 188
174.8254 3528.0 188
175.1550 3520.0 188
175.8087 3516.0 188
178.6377 728.0 188
179.0112 722.0 188
179.3408 720.0 188
179.6210 728.0 188
180.2802 732.0 188
183.0267 3860.0 188
183.3563 3864.0 188
183.7024 3868.0 188
184.0265 3868.0 188
184.3561 3872.0 188
184.6857 3872.0 188
185.0153 3876.0 188
185.3394 3880.0 188
185.6689 3884.0 188
185.9985 3888.0 188
186.3281 3896.0 188
186.6522 3896.0 188
186.9818 3900.0 188
187.3114 3904.0 188
187.6355 3904.0 188
187.9651 3908.0 188
188.2947 3912.0 188
188.6243 3912.0 188
188.9484 3920.0 188
189.2780 3928.0 188
189.6075 3928.0 188
189.9371 3936.0 188
190.2612 3944.0 188
190.5908 3952.0 188
190.9204 3960.0 188
191.2500 3964.0 188
191.5741 3964.0 188
191.9202 3972.0 188
192.2498 3980.0 188
192.5739 3988.0 188
192.9034 3996.0 188
193.2330 4008.0 188
193.5571 4012.0 188
193.8867 4016.0 188
194.2163 4024.0 188
194.5459 4032.0 188
194.8700 4036.0 188
195.1996 4044.0 188
195.5292 4048.0 188
196.6388 1674.0 188
196.9684 1682.0 188
197.2925 1694.0 188
197.6221 1704.0 188
197.9517 1712.0 188
198.9349 1720.0 188
201.6046 554.0 188
201.9342 556.0 188
202.1979 560.0 188
202.5934 556.0 188
202.9175 554.0 188
203.1866 564.0 188
203.5767 558.0 188
203.9063 548.0 188
204.5599 552.0 188
204.7797 574.0 188
205.1093 572.0 188
205.4828 570.0 188
205.8234 570.0 188
206.0925 578.0 188
206.3562 588.0 188
206.6858 590.0 188
207.0264 588.0 188
207.3560 588.0 188
207.6855 592.0 188
208.0151 594.0 188
208.2788 600.0 188
210.2618 4560.0 188
210.5914 4584.0 188
210.9210 4592.0 188
211.2451 4600.0 188
211.5912 4608.0 188
211.9208 4624.0 188
212.2449 4664.0 188
212.5745 4696.0 188
212.9041 4728.0 188
213.2336 4752.0 188
214.2334 4824.0 188
214.5575 4832.0 188
215.2167 4840.0 188
217.2162 1054.0 188
217.5458 1058.0 188
218.2159 1062.0 188
219.1992 1062.0 188
221.9678 652.0 188
222.2919 648.0 188
222.6874 644.0 188
223.0115 640.0 188
223.3411 636.0 188
224.0112 632.0 188
225.0604 620.0 188
225.3900 626.0 188
225.7141 628.0 188
225.9998 634.0 188
226.6534 642.0 188
226.9336 650.0 188
232.1521 275.0 188
232.4817 274.0 188
232.8717 272.0 188
233.2617 270.0 188
233.6517 266.0 188
234.0308 262.0 188
234.4208 259.0 188
234.8108 257.0 188
235.2008 256.0 188
236.2500 253.0 188
237.1838 226.0 188
237.6398 222.0 188
238.0737 219.0 188
238.4637 216.0 188
238.8593 215.0 188
239.1833 215.0 188
239.5129 214.0 188
239.9030 213.0 188
240.2325 213.0 188
240.5621 212.0 188
240.8862 212.0 188
241.2158 212.0 188
241.6058 211.0 188
241.9354 211.0 188
242.2650 211.0 188
242.6550 210.0 188
243.0450 208.0 188
243.3746 208.0 188
243.6987 207.0 188
244.0283 207.0 188
244.3744 207.0 188
244.6985 207.0 188
245.0281 208.0 188
245.3577 208.0 188
245.6378 209.0 188
245.9674 210.0 188
246.2915 210.0 188
246.6211 210.0 188
246.9012 211.0 188
247.2308 211.0 188
247.5604 211.0 188
247.8900 211.0 188
248.2141 211.0 188
248.4998 212.0 188
248.8239 213.0 188
249.1040 214.0 188
249.3732 216.0 188
249.7028 217.0 188
249.9664 219.0 188
250.9058 220.0 188
257.6514 158.0 188
257.9810 158.0 188
258.3105 158.0 188
258.6401 158.0 188
258.9642 158.0 188
259.2938 158.0 188
259.6838 157.0 188
260.0134 157.0 188
260.4034 156.0 188
260.7770 155.0 188
261.1066 155.0 188
261.4966 154.0 188
261.8866 153.0 188
262.2162 153.0 188
262.5897 152.0 188
262.9797 151.0 188
263.3093 151.0 188
263.6993 150.0 188
264.1388 149.0 188
264.4684 149.0 188
264.8584 148.0 188
265.2319 147.0 188
265.6219 146.0 188
265.9515 146.0 188
266.2811 146.0 188
266.6711 145.0 188
267.0447 144.0 188
267.3743 144.0 188
267.7643 143.0 188
268.0884 143.0 188
268.5278 142.0 188
268.8739 142.0 188
269.1980 142.0 188
269.5770 141.0 188
269.9011 141.0 188
270.2966 140.0 188
270.6866 139.0 188
271.0107 139.0 188
271.3403 139.0 188
271.7798 138.0 188
272.1094 138.0 188
272.4335 138.0 188
272.8235 137.0 188
273.1531 137.0 188
273.4827 137.0 188
283.2001 113.0 188
283.5297 113.0 188
287.2321 122.0 188
287.5616 122.0 188
287.8857 122.0 188
288.1055 123.0 188
288.4351 123.0 188
288.7646 123.0 188
289.1986 122.0 188
289.6545 121.0 188
290.6982 120.0 188
291.1377 119.0 188
291.5936 118.0 188
291.9177 118.0 188
292.2473 118.0 188
292.6978 117.0 188
293.0273 117.0 188
294.0106 117.0 188
294.7302 116.0 188
295.0598 116.0 188
295.4059 116.0 188
295.7300 116.0 188
296.0596 116.0 188
296.3892 116.0 188
296.7188 116.0 188
297.0428 116.0 188
297.3724 116.0 188
297.7185 116.0 188
298.0426 116.0 188
298.3118 117.0 188
298.6359 117.0 188
298.9655 117.0 188
299.3115 117.0 188
299.9652 117.0 188
300.2948 117.0 188
300.6244 117.0 188
300.9485 117.0 188
301.1682 118.0 188
301.4978 118.0 188
301.9482 117.0 188
302.2778 117.0 188
302.4976 118.0 188
302.8271 118.0 188
303.1512 118.0 188
303.4808 118.0 188
303.8104 118.0 188
304.1400 118.0 188
304.4806 118.0 188
304.8102 118.0 188
305.1398 118.0 188
305.4639 118.0 188
305.7935 118.0 188
306.0132 119.0 188
306.3428 119.0 188
306.6669 119.0 188
306.8866 120.0 188
307.2162 120.0 188
307.5458 120.0 188
307.8864 120.0 188
308.2159 120.0 188
308.5455 120.0 188
308.8696 120.0 188
309.1992 120.0 188
309.4794 121.0 188
309.8090 121.0 188
310.1385 121.0 188
310.3583 122.0 188
310.6824 122.0 188
311.0120 122.0 188
311.3416 122.0 188
311.6711 122.0 188
311.8854 123.0 188
312.2150 123.0 188
312.4951 124.0 188
312.8247 124.0 188
313.1543 124.0 188
313.4839 124.0 188
313.6981 125.0 188
314.0277 125.0 188
314.3573 125.0 188
314.6979 125.0 188
314.9670 126.0 188
315.2966 126.0 188
315.6866 125.0 188
316.1206 124.0 188
316.5106 123.0 188
316.9666 122.0 188
317.4060 121.0 188
317.7301 121.0 188
318.1201 120.0 188
318.5596 119.0 188
318.8892 119.0 188
319.2297 119.0 188
319.5593 119.0 188
320.5426 119.0 188
320.8722 119.0 188
321.2018 119.0 188
321.5259 119.0 188
321.8555 119.0 188
322.0752 120.0 188
322.4048 120.0 188
322.7344 120.0 188
323.0585 120.0 188
323.3881 120.0 188
323.6682 121.0 188
323.9978 121.0 188
324.3274 121.0 188
324.5416 122.0 188
324.8712 122.0 188
325.2008 122.0 188
325.4205 123.0 188
325.7446 123.0 188
326.0742 123.0 188
326.4038 123.0 188
326.7334 123.0 188
327.0575 123.0 188
327.3431 124.0 188
327.6672 124.0 188
327.8705 125.0 188
328.2001 125.0 188
328.8702 125.0 188
329.4635 126.0 188
329.6832 127.0 188
329.9524 128.0 188
330.2930 128.0 188
330.4962 129.0 188
331.4355 130.0 188
334.5776 150.0 188
334.7314 153.0 188
335.0610 153.0 188
335.3247 154.0 188
335.6049 155.0 188
335.9344 155.0 188
336.3739 153.0 188
336.8738 150.0 188
337.4835 146.0 188
337.8735 145.0 188
338.2635 144.0 188
338.6371 143.0 188
339.0930 142.0 188
339.4171 142.0 188
339.8071 141.0 188
340.1862 140.0 188
340.5103 140.0 188
340.8563 140.0 188
341.1200 141.0 188
341.4496 141.0 188
341.7792 141.0 188
342.1088 141.0 188
342.3889 142.0 188
342.7185 142.0 188
342.9327 143.0 188
343.2019 144.0 188
343.5260 144.0 188
343.8116 145.0 188
344.1357 145.0 188
344.4653 145.0 188
344.7290 146.0 188
345.0586 146.0 188
345.4486 145.0 188
345.7782 145.0 188
346.1078 145.0 188
346.4374 145.0 188
346.7615 145.0 188
347.0416 146.0 188
347.3712 146.0 188
347.7008 146.0 188
348.0304 146.0 188
348.3545 146.0 188
348.6401 147.0 188
348.9038 148.0 188
349.1840 149.0 188
349.7333 150.0 188
350.7166 156.0 188
351.0461 156.0 188
351.3702 156.0 188
351.6998 156.0 188
352.0294 156.0 188
352.3590 156.0 188
352.6831 156.0 188
353.0127 156.0 188
353.3588 156.0 188
353.6829 156.0 188
354.0125 156.0 188
354.3420 156.0 188
354.7321 155.0 188
355.0616 155.0 188
355.3857 155.0 188
355.7153 155.0 188
356.0449 155.0 188
356.4349 154.0 188
356.6986 155.0 188
357.0447 155.0 188
357.3743 155.0 188
357.6984 155.0 188
358.0280 155.0 188
358.2916 156.0 188
358.6377 156.0 188
358.9673 156.0 188
359.2969 156.0 188
359.5605 157.0 188
359.8407 158.0 188
0.1703 158.0 188
