#RPLIDAR SCAN DATA
#COUNT=806
#Angule	Distance	Quality
256.4648 192.0 188
256.7944 192.0 188
257.1240 192.0 188
257.3877 193.0 188
257.6514 194.0 188
260.8704 332.0 188
261.1395 334.0 188
261.4526 335.0 188
261.7767 334.0 188
262.1063 334.0 188
262.4194 334.0 188
262.7490 333.0 188
263.0731 333.0 188
263.3862 333.0 188
263.7158 333.0 188
264.0454 333.0 188
264.4189 332.0 188
264.7485 332.0 188
265.0616 332.0 188
265.3857 332.0 188
265.7153 332.0 188
266.0449 331.0 188
266.3580 331.0 188
266.6821 331.0 188
267.0117 331.0 188
267.3248 331.0 188
267.6544 331.0 188
267.9840 331.0 188
268.2916 331.0 188
268.6212 331.0 188
268.9508 331.0 188
269.2639 331.0 188
269.5935 331.0 188
269.9176 331.0 188
270.2307 332.0 188
270.5603 332.0 188
270.8240 333.0 188
271.1536 333.0 188
271.4667 333.0 188
271.7963 334.0 188
272.1204 335.0 188
272.4335 336.0 188
272.7631 336.0 188
273.0267 337.0 188
273.3563 338.0 188
273.6859 339.0 188
273.9990 340.0 188
274.2627 342.0 188
274.5923 343.0 188
274.9219 344.0 188
275.2295 346.0 188
275.4987 348.0 188
275.8228 350.0 188
276.0919 352.0 188
276.4215 354.0 188
276.6852 357.0 188
277.0148 361.0 188
277.2784 365.0 188
277.5421 372.0 188
279.0308 688.0 188
279.3549 690.0 188
279.6844 696.0 188
280.6512 698.0 188
283.5132 388.0 188
283.8428 387.0 188
284.1064 391.0 188
284.4196 395.0 188
284.7491 395.0 188
285.0732 395.0 188
288.9349 308.0 188
287.3859 708.0 188
288.3856 1026.0 188
288.6987 1028.0 188
289.0283 1030.0 188
289.3579 1032.0 188
289.6875 1034.0 188
289.9951 1036.0 188
290.6543 1038.0 188
291.9946 996.0 188
292.3242 990.0 188
292.6373 990.0 188
292.9669 992.0 188
293.2965 996.0 188
293.6041 998.0 188
293.9337 1002.0 188
294.2633 1004.0 188
294.5764 1006.0 188
294.9060 1008.0 188
295.2301 1010.0 188
295.5432 1014.0 188
295.8728 1016.0 188
296.2024 1018.0 188
296.5265 1004.0 188
296.8396 984.0 188
297.4988 986.0 188
297.8723 952.0 188
298.2458 942.0 188
298.5754 932.0 188
298.9050 922.0 188
299.2181 914.0 188
299.5917 908.0 188
299.9213 902.0 188
300.2454 894.0 188
300.5750 886.0 188
300.8881 882.0 188
301.2177 884.0 188
301.5417 888.0 188
301.8549 892.0 188
302.1844 894.0 188
302.5140 896.0 188
303.4808 886.0 188
304.4531 882.0 188
304.8267 876.0 188
305.1563 868.0 188
305.4639 862.0 188
306.4362 856.0 188
307.4634 824.0 188
307.8424 816.0 188
308.1665 806.0 188
308.4961 802.0 188
308.8092 796.0 188
309.1992 792.0 188
309.5123 786.0 188
309.8419 780.0 188
310.1715 774.0 188
310.5450 768.0 188
310.8746 764.0 188
311.1823 758.0 188
311.5118 754.0 188
312.4841 748.0 188
313.1982 628.0 188
314.3573 503.0 188
314.7308 495.0 188
315.3735 495.0 188
316.4996 612.0 188
316.7633 622.0 188
317.8894 672.0 188
318.2135 670.0 188
318.5266 666.0 188
318.9166 664.0 188
319.5593 660.0 188
321.5588 636.0 188
321.8884 634.0 188
322.2015 632.0 188
322.5916 630.0 188
322.9047 626.0 188
323.2343 624.0 188
323.5583 622.0 188
323.8715 620.0 188
324.2010 616.0 188
324.5746 614.0 188
324.9042 612.0 188
325.2338 610.0 188
325.5579 608.0 188
325.8710 604.0 188
326.2006 602.0 188
326.5741 598.0 188
326.9037 596.0 188
327.2333 596.0 188
327.5464 594.0 188
327.8705 590.0 188
328.2495 584.0 188
328.5132 586.0 188
328.8428 592.0 188
329.1669 588.0 188
329.5459 582.0 188
329.8700 578.0 188
330.1996 576.0 188
330.5127 576.0 188
330.8423 574.0 188
331.1719 572.0 188
331.5454 570.0 188
331.8750 568.0 188
332.1826 566.0 188
332.5122 564.0 188
332.8418 562.0 188
333.1714 562.0 188
333.4790 560.0 188
333.8745 558.0 188
334.1821 556.0 188
334.5117 554.0 188
334.8413 554.0 188
335.1544 552.0 188
335.4840 550.0 188
335.8081 550.0 188
336.1212 548.0 188
336.5112 546.0 188
336.8243 546.0 188
337.1539 544.0 188
337.4835 542.0 188
337.8076 542.0 188
338.1207 542.0 188
338.4503 544.0 188
339.1534 532.0 188
339.4171 536.0 188
339.7961 532.0 188
340.4498 528.0 188
343.2184 441.0 188
343.9215 437.0 188
344.4214 410.0 188
344.7455 412.0 188
345.0586 413.0 188
345.3882 414.0 188
345.7178 416.0 188
346.0419 416.0 188
346.9647 420.0 188
347.6074 423.0 188
347.8711 424.0 188
348.2007 427.0 188
348.8544 431.0 188
350.9033 298.0 188
351.2769 296.0 188
351.6064 295.0 188
352.2656 294.0 188
355.1825 293.0 188
355.5121 293.0 188
355.8417 293.0 188
356.1548 293.0 188
